symbol,ensembl_gene_id
MYO5B,ENSG00000167306.19
GOLIM4,ENSG00000173905.8
ELOF1,ENSG00000130165.10
COQ4,ENSG00000167113.10
GAK,ENSG00000178950.16
PQBP1,ENSG00000102103.15
HSD17B11,ENSG00000198189.10
AFF1,ENSG00000172493.20
TNK2,ENSG00000061938.16
GBF1,ENSG00000107862.4
PHRF1,ENSG00000070047.11
TRAPPC9,ENSG00000167632.14
TMA16,ENSG00000198498.9
PAM,ENSG00000145730.20
CD82,ENSG00000085117.11
AP2A2,ENSG00000183020.13
RDH10,ENSG00000121039.9
SLC30A1,ENSG00000170385.9
FAM104A,ENSG00000133193.12
KMT2D,ENSG00000167548.14
NUDC,ENSG00000090273.13
ZFAND6,ENSG00000086666.18
NNMT,ENSG00000166741.7
ACAT1,ENSG00000075239.13
TPRN,ENSG00000176058.11
ARIH2,ENSG00000177479.19
LRP11,ENSG00000120256.9
UBN1,ENSG00000118900.14
DPM3,ENSG00000179085.7
TMC6,ENSG00000141524.15
PRKD2,ENSG00000105287.12
ECT2,ENSG00000114346.13
SAMD1,ENSG00000141858.11
PDCD6IP,ENSG00000170248.13
ZNF587B,ENSG00000269343.6
TAP2,ENSG00000204267.13
RING1,ENSG00000204227.4
DUSP6,ENSG00000139318.7
ARHGEF1,ENSG00000076928.17
BRMS1,ENSG00000174744.13
CRK,ENSG00000167193.7
SELENOS,ENSG00000131871.14
HIF1A,ENSG00000100644.16
PCM1,ENSG00000078674.17
CCDC91,ENSG00000123106.10
TMEM106B,ENSG00000106460.18
ARL17A,ENSG00000185829.17
TSEN34,ENSG00000170892.10
LSM14B,ENSG00000149657.19
ABCA2,ENSG00000107331.16
AMACR,ENSG00000242110.7
KCTD20,ENSG00000112078.13
GUCD1,ENSG00000138867.16
SPAG7,ENSG00000091640.7
CXADR,ENSG00000154639.18
IGFBP2,ENSG00000115457.9
ATF3,ENSG00000162772.16
JPT2,
SPATA20,ENSG00000006282.20
TBC1D14,ENSG00000132405.18
CLUH,ENSG00000132361.16
DELE1,
TRIB1,ENSG00000173334.3
GRIPAP1,ENSG00000068400.13
LY6E,ENSG00000160932.10
PVR,ENSG00000073008.14
STK40,ENSG00000196182.10
INTS10,ENSG00000104613.11
H2AFX,ENSG00000188486.3
MSL1,ENSG00000188895.11
PDGFA,ENSG00000197461.13
CARM1,ENSG00000142453.11
PTOV1,ENSG00000104960.15
MAP4,ENSG00000047849.21
SART1,ENSG00000175467.14
ATP2C1,ENSG00000017260.19
SOCS3,ENSG00000184557.4
DSG2,ENSG00000046604.12
FBXW4,ENSG00000107829.13
SYPL1,ENSG00000008282.8
OGA,
SMARCC2,ENSG00000139613.11
PCK2,ENSG00000100889.11
SRP19,ENSG00000153037.13
MAGT1,ENSG00000102158.19
DPY19L1,ENSG00000173852.14
DDX42,ENSG00000198231.12
TXLNA,ENSG00000084652.15
NDE1,ENSG00000072864.14
TSG101,ENSG00000074319.12
DPH2,ENSG00000132768.13
BNIP3L,ENSG00000104765.15
KMT2C,ENSG00000055609.17
COPS7B,ENSG00000144524.17
DCTN3,ENSG00000137100.15
OCLN,ENSG00000197822.10
DTX4,ENSG00000110042.7
C1orf21,ENSG00000116667.12
CHMP1A,ENSG00000131165.14
GTPBP10,ENSG00000105793.15
GOSR1,ENSG00000108587.15
TMEM208,ENSG00000168701.18
PALLD,ENSG00000129116.17
ZFAND3,ENSG00000156639.11
C6orf62,ENSG00000112308.12
BCLAF1,ENSG00000029363.16
OGDH,ENSG00000105953.14
UXS1,ENSG00000115652.14
HDAC7,ENSG00000061273.17
RNF40,ENSG00000103549.21
SH3RF2,ENSG00000156463.17
CD47,ENSG00000196776.14
KCTD12,ENSG00000178695.5
MOB3B,ENSG00000120162.9
GASK1B,
ENY2,ENSG00000120533.12
FANCA,ENSG00000187741.14
COPS2,ENSG00000166200.14
IMPAD1,ENSG00000104331.8
TNRC18,ENSG00000182095.14
SCYL1,ENSG00000142186.16
KIAA1143,ENSG00000163807.5
SKI,ENSG00000157933.9
NUP54,ENSG00000138750.14
PRKAR1B,ENSG00000188191.14
ZPR1,ENSG00000109917.10
AIP,ENSG00000110711.9
MAP3K11,ENSG00000173327.7
SURF1,ENSG00000148290.9
RDH11,ENSG00000072042.12
TROAP,ENSG00000135451.12
GALNT1,ENSG00000141429.13
EHMT1,ENSG00000181090.19
CCDC50,ENSG00000152492.13
YIPF6,ENSG00000181704.11
ZCRB1,ENSG00000139168.7
SLBP,ENSG00000163950.12
SRP9,ENSG00000143742.12
ZC3H18,ENSG00000158545.15
GOPC,ENSG00000047932.13
IL6ST,ENSG00000134352.19
ARHGDIB,ENSG00000111348.8
CEMIP2,
SPP1,ENSG00000118785.13
POLR1B,ENSG00000125630.15
KDM1B,ENSG00000165097.13
ZNF219,ENSG00000165804.15
ATAD1,ENSG00000138138.13
RAPGEF1,ENSG00000107263.18
TMEM44,ENSG00000145014.17
ZWINT,ENSG00000122952.16
ISCU,ENSG00000136003.15
CTTN,ENSG00000085733.15
TMED3,ENSG00000166557.12
UHMK1,ENSG00000152332.15
RNPEPL1,ENSG00000142327.12
PHF20,ENSG00000025293.16
PPP1R12B,ENSG00000077157.21
CIAO1,ENSG00000144021.2
NISCH,ENSG00000010322.15
CAVIN3,
COX7A2L,ENSG00000115944.14
GTPBP2,ENSG00000172432.18
XPO4,ENSG00000132953.16
INO80E,ENSG00000169592.14
VAPB,ENSG00000124164.15
DPY30,ENSG00000162961.13
TOLLIP,ENSG00000078902.15
RBBP6,ENSG00000122257.18
CENPN,ENSG00000166451.13
RCN3,ENSG00000142552.7
SPCS1,ENSG00000114902.13
SENP3,ENSG00000161956.12
MPLKIP,ENSG00000168303.6
ZBTB7B,ENSG00000160685.13
RBFOX2,ENSG00000100320.22
TOMM70,ENSG00000154174.7
CAT,ENSG00000121691.4
RFFL,ENSG00000092871.16
NT5C,ENSG00000125458.6
TSPAN14,ENSG00000108219.14
CHCHD7,ENSG00000170791.17
PLBD1,ENSG00000121316.10
SPATS2L,ENSG00000196141.13
POLDIP3,ENSG00000100227.17
PHLDB1,ENSG00000019144.18
NECTIN1,ENSG00000110400.10
TMED4,ENSG00000158604.14
THY1,ENSG00000154096.13
NADSYN1,ENSG00000172890.11
NIPA2,ENSG00000140157.14
GOLGA5,ENSG00000066455.12
YEATS2,ENSG00000163872.15
GIGYF2,ENSG00000204120.14
STX7,ENSG00000079950.13
PGM3,ENSG00000013375.15
GLS,ENSG00000115419.12
INTS8,ENSG00000164941.13
ZDHHC5,ENSG00000156599.10
TRMT11,ENSG00000066651.18
RAB9A,ENSG00000123595.7
ANO9,ENSG00000185101.12
RABEP2,ENSG00000177548.12
IQGAP3,ENSG00000183856.10
P4HTM,ENSG00000178467.17
SSNA1,ENSG00000176101.11
ZNF33A,ENSG00000189180.15
C11orf49,ENSG00000149179.13
BLOC1S2,ENSG00000196072.11
SELENOP,ENSG00000250722.5
C1QC,ENSG00000159189.11
NKD1,ENSG00000140807.6
LIMS2,ENSG00000072163.19
MYL12A,ENSG00000101608.12
VPS4B,ENSG00000119541.9
ARHGAP32,ENSG00000134909.18
MGST2,ENSG00000085871.8
ATP6AP2,ENSG00000182220.14
THAP4,ENSG00000176946.11
EIF2S1,ENSG00000134001.12
OSBPL9,ENSG00000117859.18
RHBDF1,ENSG00000007384.15
GRHL2,ENSG00000083307.10
OSGEP,ENSG00000092094.10
ABHD16A,ENSG00000204427.11
RPP21,ENSG00000241370.5
PAPSS1,ENSG00000138801.8
IMP3,ENSG00000177971.8
SHC1,ENSG00000160691.18
SUN2,ENSG00000100242.15
SVIL,ENSG00000197321.14
TMEM70,ENSG00000175606.10
ECHDC2,ENSG00000121310.16
TXNL1,ENSG00000091164.12
HIBADH,ENSG00000106049.8
MTA2,ENSG00000149480.6
TMEM41B,ENSG00000166471.10
RHOG,ENSG00000177105.9
STK39,ENSG00000198648.10
ILK,ENSG00000166333.13
MGRN1,ENSG00000102858.12
TBC1D22A,ENSG00000054611.13
DMAC2,
CCNL1,ENSG00000163660.11
ESRP2,ENSG00000103067.13
PLIN3,ENSG00000105355.8
ZNF740,ENSG00000139651.10
FBXO22,ENSG00000167196.13
ENTR1,
ARHGEF16,ENSG00000130762.14
COA1,ENSG00000106603.18
SGPL1,ENSG00000166224.16
DCAF8,ENSG00000132716.18
LIMS1,ENSG00000169756.16
AGPAT5,ENSG00000155189.11
TASOR2,
ATP13A3,ENSG00000133657.14
OAS3,ENSG00000111331.12
TAOK1,ENSG00000160551.11
ADIPOR2,ENSG00000006831.9
PRPS1,ENSG00000147224.10
RYK,ENSG00000163785.12
DGCR8,ENSG00000128191.15
SH3RF1,ENSG00000154447.14
EML3,ENSG00000149499.11
CYHR1,ENSG00000187954.12
CHMP4C,ENSG00000164695.4
TCEA3,ENSG00000204219.9
COL10A1,ENSG00000123500.9
SEMA5A,ENSG00000112902.11
ANGPTL2,ENSG00000136859.9
ANO1,ENSG00000131620.17
PPIL4,ENSG00000131013.3
GPATCH4,ENSG00000160818.16
ZNF330,ENSG00000109445.10
ASL,ENSG00000126522.16
RRP1,ENSG00000160214.12
PRKCI,ENSG00000163558.12
LSP1,ENSG00000130592.15
RAPGEFL1,ENSG00000108352.11
PHF10,ENSG00000130024.14
INPPL1,ENSG00000165458.13
UBR1,ENSG00000159459.11
TNFSF10,ENSG00000121858.10
TSR2,ENSG00000158526.7
PCMTD2,ENSG00000203880.11
CCDC86,ENSG00000110104.11
TRAPPC2L,ENSG00000167515.10
USB1,ENSG00000103005.11
ZMYM2,ENSG00000121741.16
IAH1,ENSG00000134330.18
MANBAL,ENSG00000101363.12
BCL7B,ENSG00000106635.7
OSBP,ENSG00000110048.11
REXO1,ENSG00000079313.13
NUFIP2,ENSG00000108256.8
SMAD2,ENSG00000175387.15
NUB1,ENSG00000013374.15
NDRG1,ENSG00000104419.14
PIP4K2B,ENSG00000276293.4
FARSB,ENSG00000116120.9
LEMD2,ENSG00000161904.11
HTATSF1,ENSG00000102241.11
ATG101,ENSG00000123395.14
PLA2G12A,ENSG00000123739.10
VWA1,ENSG00000179403.11
NACC1,ENSG00000160877.5
TYK2,ENSG00000105397.13
ANTKMT,
FGFR1OP2,ENSG00000111790.13
CYBB,ENSG00000165168.7
PLEKHO1,ENSG00000023902.13
PICALM,ENSG00000073921.17
AMN,ENSG00000166126.10
MT1X,ENSG00000187193.8
TMEM43,ENSG00000170876.7
DNAJA2,ENSG00000069345.11
TEAD4,ENSG00000197905.8
RHBDD2,ENSG00000005486.16
IFT20,ENSG00000109083.13
PAICS,ENSG00000128050.8
CC2D1A,ENSG00000132024.17
NFX1,ENSG00000086102.18
BRD9,ENSG00000028310.17
HUS1,ENSG00000136273.11
ATP6V1E1,ENSG00000131100.12
HSF4,ENSG00000102878.16
F3,ENSG00000117525.13
PANK3,ENSG00000120137.6
SGPP2,ENSG00000163082.9
NECAP2,ENSG00000157191.19
OGT,ENSG00000147162.13
ACTL6A,ENSG00000136518.16
F11R,ENSG00000158769.17
EP300,ENSG00000100393.12
RBM28,ENSG00000106344.8
CDIPT,ENSG00000103502.13
MARK3,ENSG00000075413.17
HABP4,ENSG00000130956.13
POLR2K,ENSG00000147669.10
POLR3D,ENSG00000168495.12
OAS1,ENSG00000089127.12
PTAR1,ENSG00000188647.12
PCNX2,ENSG00000135749.18
RHOF,ENSG00000139725.7
LRRC47,ENSG00000130764.9
IL13RA1,ENSG00000131724.10
EIF4EBP2,ENSG00000148730.6
CMTM3,ENSG00000140931.19
SEC24C,ENSG00000176986.15
MYO6,ENSG00000196586.13
PIH1D1,ENSG00000104872.10
SRPK1,ENSG00000096063.15
TXNDC15,ENSG00000113621.14
MIEF1,ENSG00000100335.13
KANSL3,ENSG00000114982.17
RBL2,ENSG00000103479.15
SLC35E1,ENSG00000127526.14
SAMM50,ENSG00000100347.14
TNKS,ENSG00000173273.15
PDLIM2,ENSG00000120913.23
ZFPL1,ENSG00000162300.11
ATXN7L3,ENSG00000087152.15
QKI,ENSG00000112531.16
SDE2,ENSG00000143751.9
ACOT9,ENSG00000123130.16
MCF2L,ENSG00000126217.20
APBB2,ENSG00000163697.16
STAT2,ENSG00000170581.13
ZZEF1,ENSG00000074755.14
EIF5B,ENSG00000158417.10
PBXIP1,ENSG00000163346.16
CDK7,ENSG00000134058.11
AHCYL2,ENSG00000158467.16
NR1I2,ENSG00000144852.17
C6orf89,ENSG00000198663.16
MIIP,ENSG00000116691.10
ATG5,ENSG00000057663.14
PLEKHJ1,ENSG00000104886.11
AXIN1,ENSG00000103126.14
C11orf96,ENSG00000187479.5
BLOC1S1,ENSG00000135441.7
LAMA3,ENSG00000053747.15
IDH3B,ENSG00000101365.20
NDUFS3,ENSG00000213619.9
CNKSR1,ENSG00000142675.17
USP25,ENSG00000155313.15
SH2B1,ENSG00000178188.14
MSANTD3,ENSG00000066697.14
THOP1,ENSG00000172009.14
AKAP17A,ENSG00000197976.11
AKAP17A,ENSG00000197976.11_PAR_Y
CREB3,ENSG00000107175.11
ATP6V1A,ENSG00000114573.9
PSEN1,ENSG00000080815.18
TBC1D16,ENSG00000167291.15
BCS1L,ENSG00000074582.12
ABHD11,ENSG00000106077.18
ZDHHC4,ENSG00000136247.14
ERAL1,ENSG00000132591.11
B4GALNT3,ENSG00000139044.10
ZNF511,ENSG00000198546.14
CAD,ENSG00000084774.13
COPS3,ENSG00000141030.12
NOSIP,ENSG00000142546.13
CHD2,ENSG00000173575.20
ATF6,ENSG00000118217.5
TTC17,ENSG00000052841.14
MBNL1,ENSG00000152601.17
DCTN4,ENSG00000132912.12
PI4KA,ENSG00000241973.10
ZNF217,ENSG00000171940.13
RNASEH1,ENSG00000171865.9
NCOA6,ENSG00000198646.13
GJB2,ENSG00000165474.5
DNAJC1,ENSG00000136770.10
SCNM1,ENSG00000163156.11
TRAPPC6B,ENSG00000182400.14
LYPLAL1,ENSG00000143353.11
CPSF4,ENSG00000160917.14
SMPD4,ENSG00000136699.19
TTC37,ENSG00000198677.10
FZD5,ENSG00000163251.3
WDR55,ENSG00000120314.18
CHSY1,ENSG00000131873.5
EIF4A3,ENSG00000141543.9
SLC35F5,ENSG00000115084.13
ZMYND19,ENSG00000165724.5
CGGBP1,ENSG00000163320.10
TMEM129,ENSG00000168936.10
NDUFAF8,ENSG00000224877.3
LMAN1,ENSG00000074695.5
SLMAP,ENSG00000163681.14
RAB31,ENSG00000168461.12
RIN2,ENSG00000132669.12
RBM26,ENSG00000139746.15
MICU2,ENSG00000165487.13
TRIM25,ENSG00000121060.16
NTPCR,ENSG00000135778.11
GJB1,ENSG00000169562.9
YTHDC1,ENSG00000083896.12
TPGS1,ENSG00000141933.9
ROCK1,ENSG00000067900.7
TBC1D4,ENSG00000136111.12
PLOD2,ENSG00000152952.11
SLC25A23,ENSG00000125648.14
SLC37A4,ENSG00000137700.17
MAN2B1,ENSG00000104774.12
TTC9C,ENSG00000162222.13
QRICH1,ENSG00000198218.10
AOC1,ENSG00000002726.20
HGSNAT,ENSG00000165102.14
CLIP1,ENSG00000130779.19
MCM4,ENSG00000104738.16
TMEM176A,ENSG00000002933.7
TAF1,ENSG00000147133.15
GPAT4,ENSG00000158669.11
RRM2,ENSG00000171848.13
SPNS2,ENSG00000183018.8
TMEM263,ENSG00000151135.9
ARHGEF11,ENSG00000132694.18
UQCC2,ENSG00000137288.9
USP4,ENSG00000114316.12
ZC3H14,ENSG00000100722.18
DACH1,ENSG00000276644.4
CHERP,ENSG00000085872.14
WASHC2C,ENSG00000172661.17
GPR108,ENSG00000125734.15
ATF7IP,ENSG00000171681.12
ELP2,ENSG00000134759.13
MED10,ENSG00000133398.3
ELK1,ENSG00000126767.17
PDIA5,ENSG00000065485.19
AZGP1,ENSG00000160862.12
CARHSP1,ENSG00000153048.10
TMEM101,ENSG00000091947.9
EMP3,ENSG00000142227.10
ATPAF1,ENSG00000123472.12
OTUD4,ENSG00000164164.15
DOCK1,ENSG00000150760.12
STARD3NL,ENSG00000010270.13
CLDN12,ENSG00000157224.15
ARL1,ENSG00000120805.13
PPP2R5A,ENSG00000066027.11
LAMTOR3,ENSG00000109270.12
TMED5,ENSG00000117500.12
PNO1,ENSG00000115946.7
COA8,
UBE2L6,ENSG00000156587.15
MFHAS1,ENSG00000147324.10
IL10RB,ENSG00000243646.9
SORBS1,ENSG00000095637.21
TOMM34,ENSG00000025772.7
ISCA1,ENSG00000135070.14
ARFRP1,ENSG00000101246.19
UBE3B,ENSG00000151148.13
SF3A3,ENSG00000183431.11
MXD4,ENSG00000123933.16
BID,ENSG00000015475.18
RUVBL1,ENSG00000175792.11
SYK,ENSG00000165025.14
ASF1B,ENSG00000105011.8
R3HDM2,ENSG00000179912.20
ADAMTS12,ENSG00000151388.10
C5orf15,ENSG00000113583.7
CDC5L,ENSG00000096401.7
AFAP1,ENSG00000196526.10
TM2D1,ENSG00000162604.12
ERCC5,ENSG00000134899.18
OTUD5,ENSG00000068308.13
SNX17,ENSG00000115234.10
LETM1,ENSG00000168924.14
TRMT2A,ENSG00000099899.14
PAWR,ENSG00000177425.10
TMX4,ENSG00000125827.8
PLK1,ENSG00000166851.14
CYB561,ENSG00000008283.15
BCL9L,ENSG00000186174.12
SMIM15,ENSG00000188725.7
FAM193B,ENSG00000146067.15
VPS35,ENSG00000069329.16
RAE1,ENSG00000101146.12
TGM2,ENSG00000198959.11
ERF,ENSG00000105722.9
DMWD,ENSG00000185800.11
WDTC1,ENSG00000142784.15
SMIM22,ENSG00000267795.5
EVPL,ENSG00000167880.7
VKORC1L1,ENSG00000196715.5
FGFR4,ENSG00000160867.14
TRADD,ENSG00000102871.15
PPM1A,ENSG00000100614.17
UCHL5,ENSG00000116750.13
MED8,ENSG00000159479.16
PFKFB3,ENSG00000170525.19
OTULINL,
TMEM173,ENSG00000184584.12
KLF13,ENSG00000169926.10
SEMA4C,ENSG00000168758.10
EIF2AK2,ENSG00000055332.16
TNS1,ENSG00000079308.16
CGN,ENSG00000143375.14
ARFGAP1,ENSG00000101199.12
SCCPDH,ENSG00000143653.9
DEDD2,ENSG00000160570.13
CLPP,ENSG00000125656.8
HTT,ENSG00000197386.10
MON1B,ENSG00000103111.14
PTPRA,ENSG00000132670.20
CHKB,ENSG00000100288.19
DNAJB2,ENSG00000135924.15
AGO1,ENSG00000092847.11
SMAGP,ENSG00000170545.16
APOL1,ENSG00000100342.20
PTMA,ENSG00000187514.16
ARHGAP35,ENSG00000160007.18
AATF,ENSG00000275700.4
FBXO34,ENSG00000178974.9
TTC1,ENSG00000113312.10
RRP1B,ENSG00000160208.12
LARS,ENSG00000133706.17
FBXW11,ENSG00000072803.17
PNKP,ENSG00000039650.11
CARS,ENSG00000110619.17
CDR2,ENSG00000140743.7
WDR5,ENSG00000196363.9
ZNF451,ENSG00000112200.16
SMYD2,ENSG00000143499.13
ETV3,ENSG00000117036.11
TRAPPC4,ENSG00000196655.11
SLC25A28,ENSG00000155287.10
FUT2,ENSG00000176920.11
RNF128,ENSG00000133135.13
EIF1AX,ENSG00000173674.10
USP9X,ENSG00000124486.12
MAGEF1,ENSG00000177383.4
HNRNPK,ENSG00000165119.20
KMT5B,ENSG00000110066.14
HSPA1A,ENSG00000204389.9
NUSAP1,ENSG00000137804.12
COX15,ENSG00000014919.12
TRUB2,ENSG00000167112.9
TUFT1,ENSG00000143367.15
NKD2,ENSG00000145506.13
SLC11A2,ENSG00000110911.14
SEC24D,ENSG00000150961.14
PTPN1,ENSG00000196396.9
GPALPP1,ENSG00000133114.17
SEMA3C,ENSG00000075223.13
CASP4,ENSG00000196954.13
TEAD1,ENSG00000187079.16
DENND2D,ENSG00000162777.16
EHMT2,ENSG00000204371.11
SH3BGRL,ENSG00000131171.12
THG1L,ENSG00000113272.13
DEGS2,ENSG00000168350.7
HOOK1,ENSG00000134709.10
ABL1,ENSG00000097007.17
SMC5,ENSG00000198887.8
EXT1,ENSG00000182197.10
CUEDC2,ENSG00000107874.10
BOK,ENSG00000176720.4
NMT1,ENSG00000136448.11
CRLF3,ENSG00000176390.11
OLFML2B,ENSG00000162745.10
OXLD1,ENSG00000204237.4
RCC1,ENSG00000180198.15
FAM118A,ENSG00000100376.11
CUL3,ENSG00000036257.12
FRG1,ENSG00000109536.11
RBMX2,ENSG00000134597.15
TRMT2B,ENSG00000188917.14
WDR61,ENSG00000140395.8
EZH2,ENSG00000106462.10
PMF1,ENSG00000160783.19
KIFC2,ENSG00000167702.11
GLTP,ENSG00000139433.9
PPP6R3,ENSG00000110075.14
ENG,ENSG00000106991.13
POM121C,ENSG00000272391.5
MID1IP1,ENSG00000165175.15
SLC39A13,ENSG00000165915.13
SLC25A13,ENSG00000004864.13
VEGFB,ENSG00000173511.9
BLMH,ENSG00000108578.14
TRAPPC10,ENSG00000160218.12
SMARCA2,ENSG00000080503.22
DERA,ENSG00000023697.12
INO80B,ENSG00000115274.14
ZNRD1,ENSG00000066379.14
RAB4B,ENSG00000167578.17
MELTF,ENSG00000163975.11
POLG,ENSG00000140521.12
MLLT1,ENSG00000130382.8
PPARD,ENSG00000112033.13
DENND4C,ENSG00000137145.20
CNN1,ENSG00000130176.7
KLF10,ENSG00000155090.14
KRI1,ENSG00000129347.19
PCYT2,ENSG00000185813.10
SRSF4,ENSG00000116350.16
GM2A,ENSG00000196743.8
USP32,ENSG00000170832.12
GSR,ENSG00000104687.12
MARK2,ENSG00000072518.20
SYMPK,ENSG00000125755.18
PGM1,ENSG00000079739.15
ANKRD17,ENSG00000132466.18
MARCH5,ENSG00000198060.9
GNG12,ENSG00000172380.5
SEH1L,ENSG00000085415.15
TMUB2,ENSG00000168591.15
SAE1,ENSG00000142230.11
ELF1,ENSG00000120690.15
SPECC1,ENSG00000128487.16
PTPN18,ENSG00000072135.12
KIF13A,ENSG00000137177.19
ARFGAP3,ENSG00000242247.10
IGSF8,ENSG00000162729.13
SPRYD3,ENSG00000167778.8
PLEKHA8,ENSG00000106086.18
NUP188,ENSG00000095319.14
RASEF,ENSG00000165105.9
DCAF12,ENSG00000198876.12
ANKZF1,ENSG00000163516.13
AVEN,ENSG00000169857.7
ZBED1,ENSG00000214717.11
ZBED1,ENSG00000214717.11_PAR_Y
HADH,ENSG00000138796.16
KLC1,ENSG00000126214.21
NUDT19,ENSG00000213965.3
TRIM11,ENSG00000154370.15
PPIP5K2,ENSG00000145725.19
RCE1,ENSG00000173653.7
TAZ,ENSG00000102125.15
GMPR2,ENSG00000100938.17
TTC39B,ENSG00000155158.20
TUBGCP6,ENSG00000128159.11
MDFI,ENSG00000112559.13
MORC4,ENSG00000133131.14
KHNYN,ENSG00000100441.9
CNOT2,ENSG00000111596.11
PIAS4,ENSG00000105229.6
PARVA,ENSG00000197702.11
COQ8A,ENSG00000163050.16
DNAJC3,ENSG00000102580.14
DKC1,ENSG00000130826.17
RASA1,ENSG00000145715.14
GPR107,ENSG00000148358.19
SRSF9,ENSG00000111786.8
CRTAP,ENSG00000170275.14
DEDD,ENSG00000158796.16
ATP9B,ENSG00000166377.19
ADAP1,ENSG00000105963.13
SLC11A1,ENSG00000018280.16
BAD,ENSG00000002330.13
PAQR4,ENSG00000162073.13
MAPKAP1,ENSG00000119487.16
DHX37,ENSG00000150990.7
GPRC5C,ENSG00000170412.16
DNAJB6,ENSG00000105993.14
NIPBL,ENSG00000164190.17
RNF141,ENSG00000110315.6
DCAF16,ENSG00000163257.10
SCAMP4,ENSG00000227500.9
PPP1R16A,ENSG00000160972.9
ATP6V0A1,ENSG00000033627.16
RGL2,ENSG00000237441.9
TBRG1,ENSG00000154144.12
ITGA11,ENSG00000137809.16
ZNFX1,ENSG00000124201.14
NEMF,ENSG00000165525.17
NEK9,ENSG00000119638.12
RBM6,ENSG00000004534.14
ZNRF1,ENSG00000186187.11
PLAAT4,
NHSL1,ENSG00000135540.11
ZBTB38,ENSG00000177311.11
PFKM,ENSG00000152556.15
PSD4,ENSG00000125637.15
PGM2,ENSG00000169299.13
CXCL14,ENSG00000145824.12
PSPH,ENSG00000146733.13
TCOF1,ENSG00000070814.17
ACVR1B,ENSG00000135503.12
EHD2,ENSG00000024422.11
DDX31,ENSG00000125485.17
UBFD1,ENSG00000103353.15
TIA1,ENSG00000116001.15
MICA,ENSG00000204520.12
BRAT1,ENSG00000106009.15
DOT1L,ENSG00000104885.17
NCEH1,ENSG00000144959.9
TOM1L1,ENSG00000141198.14
GPC4,ENSG00000076716.8
BICDL2,ENSG00000162069.14
ARFIP2,ENSG00000132254.12
ANKRD9,ENSG00000156381.8
STK35,ENSG00000125834.12
NTHL1,ENSG00000065057.7
SUN1,ENSG00000164828.17
KLHL12,ENSG00000117153.15
ZNF326,ENSG00000162664.16
ORMDL1,ENSG00000128699.13
DPF2,ENSG00000133884.9
TRIM44,ENSG00000166326.6
KLC4,ENSG00000137171.14
ERG28,
HARS,ENSG00000170445.12
DMTN,ENSG00000158856.17
SLC35C1,ENSG00000181830.8
ECHDC1,ENSG00000093144.18
LIMD1,ENSG00000144791.9
GJA1,ENSG00000152661.7
PXN,ENSG00000089159.16
AIFM1,ENSG00000156709.13
GORASP1,ENSG00000114745.13
CCNDBP1,ENSG00000166946.13
FURIN,ENSG00000140564.11
PTRHD1,ENSG00000184924.5
PPIL2,ENSG00000100023.18
PTGDS,ENSG00000107317.12
TGFB1I1,ENSG00000140682.18
RAB35,ENSG00000111737.11
ZNF410,ENSG00000119725.18
PALM2-AKAP2,
ADRM1,ENSG00000130706.12
NT5C2,ENSG00000076685.18
UCHL3,ENSG00000118939.17
MAML1,ENSG00000161021.11
MFSD14A,ENSG00000156875.13
BCAT2,ENSG00000105552.14
CSGALNACT2,ENSG00000169826.7
PARD3,ENSG00000148498.15
IGF1R,ENSG00000140443.13
OSTF1,ENSG00000134996.11
TRIB3,ENSG00000101255.10
TMC4,ENSG00000167608.11
STXBP3,ENSG00000116266.10
RELL1,ENSG00000181826.9
SPPL2B,ENSG00000005206.16
NOMO1,ENSG00000103512.14
MAPKAPK3,ENSG00000114738.10
TNIK,ENSG00000154310.16
URGCP,ENSG00000106608.16
VILL,ENSG00000136059.14
MIB2,ENSG00000197530.12
NAXD,ENSG00000213995.11
GLB1,ENSG00000170266.15
SLC7A6,ENSG00000103064.13
PSKH1,ENSG00000159792.9
TMEM30B,ENSG00000182107.6
EBP,ENSG00000147155.10
STRADB,ENSG00000082146.12
SMC2,ENSG00000136824.18
HIRA,ENSG00000100084.14
JDP2,ENSG00000140044.12
G6PC3,ENSG00000141349.8
GPR89B,ENSG00000188092.14
SURF2,ENSG00000148291.9
TIMM10B,ENSG00000132286.11
PIK3C2B,ENSG00000133056.13
ARMCX3,ENSG00000102401.19
ARHGAP21,ENSG00000107863.17
CETN2,ENSG00000147400.8
STX6,ENSG00000135823.13
TBC1D7,ENSG00000145979.17
GALNT6,ENSG00000139629.15
RAB15,ENSG00000139998.14
BAG3,ENSG00000151929.9
NPAS2,ENSG00000170485.16
STAMBPL1,ENSG00000138134.11
FAM49B,ENSG00000153310.19
PNKD,ENSG00000127838.13
TRIM65,ENSG00000141569.10
WDR13,ENSG00000101940.17
NSMCE4A,ENSG00000107672.14
EXT2,ENSG00000151348.13
UGGT1,ENSG00000136731.12
WIPF1,ENSG00000115935.17
SCAF4,ENSG00000156304.14
PMVK,ENSG00000163344.5
ACTR1A,ENSG00000138107.12
NELFB,ENSG00000188986.6
E4F1,ENSG00000167967.15
NR2F2,ENSG00000185551.14
MMAB,ENSG00000139428.11
AFG3L2,ENSG00000141385.9
SMIM12,ENSG00000163866.8
PLIN2,ENSG00000147872.9
FUT4,ENSG00000196371.3
MAP4K4,ENSG00000071054.16
TCF20,ENSG00000100207.18
EPPK1,ENSG00000261150.2
FNBP1,ENSG00000187239.16
CCNK,ENSG00000090061.17
